ID,text,Ever_Gaslit,Gender,Age
2228,Gaslighting is when basically tormenting someone by acting dumb or to convince someone into thinking something when it is not the truth.,Yes,Female,19
2229,I would define gaslighting as manipulating someone into questioning the details of an event/reality.  ,Yes,Female,20
2231,"Gaslighting is when someone manipulates another person by trying to spin the truth, the details of a situation, or their thoughts. They try to convince the other person that their feelings or recollections are not real or not what they think to be true.",Yes,Female,19
2233,"Gaslighting is when people convince others that their feelings or opinions are incorrect. It goes further that just disagreement, it is manipulation of people's feelings. ",Yes,Female,19
2236,manipulation by making a person doubt their own experiences ,Yes,Female,19
2239,"Someone persuading you to believe that you've done or said something in which you haven't, or someone manipulating your inner thoughts to fit their ideal. ",Yes,Female,18
2240,Gaslighting is purposely misleading someone with harmful or false information,Yes,Female,18
2245,gaslighting is when someone tries to put blame on your or distract you from why you are upset with something by getting upset with you or pointing out something you did wrong,Yes,Female,18
2247,Gaslighting in my own words is the act of denying something that is true to make yourself look better.,Yes,Female,19
2248,being made to believe you are crazy or something you know to be true is false in order for someone else to get their way ,Yes,Female,18
2250,Gaslighting is when others try to convince you from the truth you believe,Yes,Female,22
2252,Gaslighting is when someone completely contradicts what you say or invalidates your feelings/thoughts by dismissing them. It can also be when someone makes their feelings and opinions more important than yours as a method to invalidate them.,Yes,Female,21
2253,Gaslighting is making someone think what they did is wrong and mixing up what they say. ,Yes,Female,18
2256,"Gaslighting to me is when someone tries to deny your feelings or they try to almost tell you or ""demand"" that you feel a certain way. It leaves you to question yourself even though you know you feel one way but what they say makes you feel another. It's a tactic to make you think that you were the one at fault and in most cases, you weren't. When you are constantly a victim of it, it can sometimes lead to you not having a handle on your own emotions.",Yes,Female,18
2258,putting pressure on someone by making it seem they said or did something. basically manipulation. ,Yes,Female,17
2259,Manipulating someone by using their own words against them in a way. Somehow making some question their own sanity. ,Yes,Female,19
2260,manipulate someone into thinking they are at fault,Yes,Female,19
2262,Altering someones perception or ideas through manipulation to benefit oneself.,Yes,Female,18
2263,"Gaslighting is when someone is entirely nonempathetic towards you, in the situation you're going through. They twist things to make it seem like you're at fault. Another word for this is, guilt-tripping or manipulation.",Yes,Female,18
2264,Gaslighting is a manipulation technique where one might try to make the other person believe another reality and make them feel crazy or dismiss them when they remember something else.,Yes,Female,18
2265,When someone manipulate you in forms of words to trick you into believing you are at fault ,Yes,Female,20
2266,Gaslighting is a term used when you exaggerate the situation from what it already is. To build hype to the situation when it is not needed.,Yes,Female,19
2269,When you go to someone because what they are doing/saying is bothering/hurting you and instead of own up for their actions they 1) blame the actions on you 2) find every excuse as to why they did it and get angry with you. ,Yes,Female,20
2271,Gaslighting is when someone does something to infuriate you or get a reaction out of you and you react in a way you deem fit and they tell you you're overreacting and that your feelings and reaction is invalid.,Yes,Female,18
2274,gaslighting to me is when people manipulated tell you what you want to hear to make you feel good about yourself. tell you want you want to hear to make u feel confront ,Yes,Female,18
2275,Being manipulated into thinking you did something wrong when it was the other persons wrongdoings,Yes,Female,18
2276,"To me, gaslighting is consistently denying something that is true to the point where it can make the person you're gaslighting feel crazy or start to believe the gaslighter. ",Yes,Female,19
2277,"Gaslighting means someone is manipulating/mind games into thinking that their right or that you're going ""crazy"" or that its your fault.",Yes,Female,NA
2278,"The act of persuading someone that something didn't happen even though it did. Someone harshly making someone feel inferior about their feelings on something making them, change their perspective ",Yes,Female,18
2280,gaslighting is a form of manipulation,Yes,Female,22
2281,Gaslighting is when someone tries to convince you into thinking you're the problem and that you're the one that is saying all the wrong things. ,Yes,Female,18
2283,Telling/convincing someone they are wrong about something when you know they are not. ,Yes,Female,21
2284,Invalidating your experience and painting you in a light that makes the gaslighter the victim.,Yes,Female,18
2285,gaslighting is when someone is trying to make you feel like your feelings are not valid and that you are usually wrong. It lowers your self confidence and makes you question everything.,Yes,Female,18
2287,"Gaslighting is provoking or guilt tripping someone into discouraging them in their feelings towards something meaning, they are now less sure of something, or feel guilty about something they were sure upon. Can be during an argument, can provoke during discussion to make them take actions they wouldn't have done before, and is usually successful. ",Yes,Male,18
2288,Manipulating past events to cloud someone's images of what happened to favor you selfish needs,Yes,Male,19
2290,when someone manipulates you to think you did something wrong when you really did not do anything,Yes,Female,19
2291,"Gaslighting is a form of manipulation in which someone uses words and actions to make someone else believe something has not occurred at all, or in the way they thing, when it indeed has.",Yes,Female,18
2294,Attempting to guilt someone into doing something you want by using forceful words and try to shame or guilt trip them,Yes,Female,19
2298,I have not experienced the word gaslighting before. To me I think it is more of like just saying something and trying to make them believe it. ,Yes,Male,18
2299,manipulating someone into questioning themselves,Yes,Female,18
2300,When someone add on to the Situation to is goes on and on.,Yes,Male,18
2301,"Gaslighting is when someone tells you your reality isn't valid or real and makes you feel crazy. They tell you things never happened, or tell you you are overreacting.",Yes,Female,18
2308,Egging someone on,Yes,Female,20
2309,gaslighting is manipulating or tricking someone to make them question their mental ,Yes,Female,20
2310,it means to manipulate people,Yes,Female,20
2311,when someone tries to change your personal beliefs for their own personal gain ,Yes,Female,NA
2312,gaslighting is just manipulating someone to think something they did is wrong or that they are in the wrong,Yes,Female,18
2313,"When i think of gaslighting, I think of someone twisting someone words enough to make them think it actually happened instead of what really happened or in other words, twisting their reality.",Yes,Female,18
2314,Manipulating someone--intentionally or unintentionally--into believing they are at fault  for something or delusional when they are not.,Yes,Female,18
2315,The idea of manipulating someone's thoughts or feelings,Yes,Male,22
2316,gaslighting is when you take advantage by someone by convincing them that something did or didnt happen. This manipulates the one being gaslit into apologizing or thinking they did something wrong.,Yes,Male,19
2317,forced manipulation by attempting to lower someone's self-doubt or confusion; in simpler terms emotional abuse,Yes,Female,21
2319,convincing someone of something that is not real,Yes,,18
2321,gaslighting is flipping the situation to make someone feel crazy when they are actually right,Yes,Female,19
2324,To me gaslighting means that someone tries to make you believe something isn't true when it is.,Yes,Female,18
2325,gaslighting is the act of making someone else or a group of people feel crazy for their appropriate assumptions.,Yes,Female,18
2327,Gaslighting is when someone tries to convince another person or group that they either did something that did not happen or that something happened that actually did not. ,Yes,Male,20
2328,When someone tries to make you second guess something that occured ,Yes,Female,18
2329,Convincing another of a narrative that conflicts with someone's personal perspective of an event or action. Often to preserve their image or avoid wrongdoing.,Yes,Female,20
2331,"Gaslighting is when someone knows that they are in the wrong, yet they try and convince you that you are, in fact, the crazy/wrong one.",Yes,Female,20
2332,when someone tries to manipulate you into thinking you are the crazy one and doing everything wrong,Yes,Female,20
2333,When you try and make someone believe something that isn't true.,Yes,Female,18
2335,To manipulate someone until they begin to question themselves.,Yes,Female,19
2336,Gaslighting is when someone makes you feel as though what you're thinking is crazy and manipulates you.,Yes,Female,18
2337,form of manipulating someone into thinking they are crazy,Yes,Female,18
2340,"Gaslighting is when someone manipulates a story to make the other person feel they were in the wrong. It is essentially manipulating the story and using it to convince the victim they were the problem. It makes people question their sanity, as they begin to think they rearranged the story in their own head.",Yes,Female,19
2341,Gaslighting is a form of manipulation people use to typically get what they want. People gaslight by using your emotions (usually guilt)  to play yourself. ,Yes,Female,18
2343,when another person makes it seem like your words are not valid and make you feel lesser for thinking whatever ,Yes,Female,18
2344,Gaslighting is when somebody tries to invalidate the way you're feeling through their own limitations of what they think ,Yes,Female,20
2349,attempting to convince someone that something is somewhat or completely true. Using someones emotions and anxieties to make someone feel convinced that they are crazy or making them question themselves.,Yes,Male,18
2351,"when someone is trying to convince you about how you feel and mislead you into doubting . for example ""you are not sad, you are just angry"" etc. ",Yes,Female,20
2352,Gaslighting occurs when someone is made to feel crazy about expressing what they believe to be true.,Yes,Female,18
2353,to manipulate someone even though they were in the right,Yes,Female,20
2355,When someone makes you feel like you did something wrong when you're expressing your feelings about a situation. They always have to be right and act like a narcissist.,Yes,Female,21
2356,Blaming others for your actions and making them actually believe it was their fault ,Yes,Female,19
2358,Gaslighting is when someone does or says one thing and then contradicts themselves or displays hypocritical tendencies in order to make others feel that they are the one's in the wrong or that they are crazy.,Yes,Female,24
2361,A person telling you how you feel about a circumstance or action that they caused. ,Yes,Female,19
2362,It is manipulating someone to make them doubt their reasoning.,Yes,Female,18
2363,"In my opinion, gaslighting is making someone doubt their thoughts and beliefs about themselves or something related to them.",Yes,Female,23
2364,gaslighting in my opinion is manipulating somebody to think something happened when it did not. Basically questioning their own thoughts.,Yes,Female,18
2366,Manipulating someone into believe something is true when it's not.,Yes,Female,20
2368,manipulating ,Yes,Male,21
2369,"Putting confusion in someones mind, and manipulating them with lies. Making it seem like they are never the problem and it's always your fault.",Yes,Female,18
2370,When you manipulate someone based on their own words.,Yes,Male,19
2371,A gap in communication between two or more parties that leads to speculation and unnecessary turmoil.,Yes,Male,19
2372,convincing someone that what they think is wrong. ,Yes,Female,18
2373,Another trying to make you believe their reality or lies to make you feel crazy or bad. ,Yes,Female,18
2374,"Instead of taking fault for one's actions, you flip it in a manipulative manner and make the ""victim"" feel bad or at fault.",Yes,Male,20
2375,Gaslighting is when someone tries to diminish and invalidate your emotions and feelings about something ,Yes,Female,18
2376,When a person is able to manipulate you so badly that you start questioning what you believe/know to be true.,Yes,Female,18
2377,Manipulating someone into questioning their own rationality.,Yes,Female,18
2379,"Gaslighting is the manipulation of someone in order to get what you want out of them. Whether that be for them to change their decision of something, to make them feel bad about treatment of the other person, or sometimes as a way for someone to stay with them.",Yes,Female,19
2383,A form of manipulation in making one feel like their feelings are invalid,Yes,Male,18
2384,someone who's trying to gain control. ,Yes,Female,20
2386,When someone tries to convince you of something that makes them question their sanity.,Yes,,18
2389,"I believe that gaslighting is trying to convince someone that it is for the better, kind of like boosting someonelse's ego and telling them to not worry about anything",Yes,Male,19
2390,a way people manipulate other to make them doubt their own thoughts ,Yes,Female,18
2392,when someone flips the victim on themselves and makes you seen like the bad guy when they are the one in the wrong ,Yes,Male,21
2393,Another person making me feel like I am going crazy and I am wrong when I know I'm right.,Yes,Female,18
2397,Gaslighting to me is defined as someone trying to persuade you into a different mind set then what actually happened or what the truth is ,Yes,Female,20
2398,gaslighting is when someone manipulates another person in believing they are creating their own problems or imagining them.,Yes,Female,18
2401,Gaslighting is when someone tells you something making you feel unsure if it really happened.,Yes,Female,18
2402,"I do not know what it means, and I have gotten the definition thousands of times. I just do not care, and I think it is made up by the generation after me. I think it is bull.",Yes,Male,24
2403,trying to convince someone that something happened or that something was said when it never happened.,Yes,Female,18
2404,making someone feel less than/crazy for thinking something or feeling a certain way. not letting their feelings or point of view be accepted,Yes,Female,20
2405,Gaslighting is when someone tries intentionally manipulate you into thinking that you're in the wrong. ,Yes,Female,18
2409,gaslight is when a person tries to make you feel like you wronged then and make you feel bad for something you did not actually do,Yes,Female,18
2411,the formal art of manipulation; convincing someone that they are crazy/ in the wrong even if they are objectively in the right ,Yes,,18
2413,It is a form of manipulating someone,Yes,Female,19
2415,I think gaslighting is overexaggerating something. ,Yes,Female,18
2416,making someone believe they are wrong and belittling them to make them feel small,Yes,Female,19
2417,When someone is trying to blame you for your feelings or something that they did. ,Yes,Female,19
2418,"Based on my experience, Gaslighting is when someone tries to manipulate you or the situation to try to turn it on you or convince you that you are the one in the wrong. This can range from subtle gaslighting, like trying to convince someone you didn't say something you in fact, did; to very intense gaslighting, like yelling at your partner during a fight and making yourself appear as the victim in the situation. Gaslighting always involves some form of manipulation.",Yes,Female,18
2421,Gaslighting is trying to make someone feel guilty for something in a emotionally harmful manner. ,Yes,Female,18
2422,Gaslighting occurs when the perpetuator attempts to make the victim feel that their feelings are invalid. ,Yes,Female,18
2423,basically to manipulate people into questioning themselves,Yes,Male,21
2424,"Gaslighting leads you away from your own reality through the words of another person. This seems to be especially relevant with parents or significant others when in arguments where they claim you said one thing and attempt to convince you that you did, but you know you didn't say that. They are creating a false reality that they expect you to believe.",Yes,Female,19
2425,"Gaslighting is making someone believe a truth that just simply isn't true. Making someone thing there is a different reality than what it actually is. Using words like ""its all in your head"" ""are you okay?"" ""ur acting crazy""",Yes,Female,18
2426,making someone feel like their experiences never happened or aren't real ,Yes,Female,18
2428,when someone is trying to manipulate someone into thinking they're of a lesser knowledge.,Yes,Female,18
2429,manipulation that makes someone self-doubt and confused,Yes,Female,21
2430,Gaslighting is making someone think they said or did something even though they didn't. It is a form of manipulation to clear yourself. ,Yes,Female,20
2431,making someone question reality,Yes,Female,18
2432,When someone tries to discredit you/your argument by belittling you and making you feel like you're crazy.,Yes,Female,18
2434,Gaslighting is a mechanism used to trick someone into being the opposer after being called out for their wrong doings. they try to put you down because they know they are wrong but is In denial. ,Yes,Female,20
2435,Ignoring or manipulationn,Yes,Female,19
2436,"Gaslighting is when someone tries to manipulate what you have said and try to turn it on you, making it seem as though you are the problem.",Yes,Female,18
2437,gaslighting is basically manipulation and emotional abuse.,Yes,Female,19
2438,When someone tries to convince you your in the wrong when your not. ,Yes,Female,18
2439,Abusive behavior that makes an individual doubt their reality/sanity. ,Yes,Female,18
2440,"When someone continues to lie to you and try to prove you wrong, even though you know that you are right.",Yes,Female,18
2441,manipulating someine into believing that theyre at fault,Yes,Female,19
2444,making someone feel like they are making things up,Yes,Female,18
2445,purposely escalating another persons negative thoughts or actions causing them to become more angry or aggressive.,Yes,Female,19
2449,Gaslighting is manipulating someone until they no longer believe what they originally believed in or when the person then starts to believe what is being said must be true,Yes,Female,20
2452,I'd define gaslighting as making the victim seem in the wrong to the point where you change their mind..,Yes,Female,18
2454,Gaslighting is when someone intends to confuse someone and make them question reality by lying about the sequence of events or changing the story of something you experienced.,Yes,Female,18
2455,Gaslighting to me is a technique used to manipulate people for your own gain. Its used to try to gain control over someone else's feelings to make yourself feel better for your shortcomings. ,Yes,Female,18
2456,"You can't take a joke, you are way too emotional",Yes,Female,20
2457,Gaslighting to me is when when dismiss or invalidate someones feelings or opinion by brining up your own or some else's. ,Yes,Female,18
2458,to manipulate someone into thinking bad of themselves.,Yes,Female,18
2461,Gaslighting is when someone makes you feel as though your opinion was wrong and makes you question your thoughts. They make you feel bad and tend to target your emotions,Yes,Female,19
2462,Gaslighting is when someone tries to persuade you into thinking about your actions or changing your opinion when they feel as though your idea/opinion is incorrect,Yes,Female,18
2465,when someone manipulates you into thinking you have done something,Yes,Female,21
2469,Gaslighting is when one person makes another person feel as though their opinion is incorrect to the point where they feel lesser than or crazy even if their opinion is only different and not wrong. ,Yes,Female,18
2472,a way of manipulating someone emotionally,Yes,Female,18
2473,"Telling people they are are do something a certain way, and it is wrong.   Telling people they will hate them if they don't do something for the other person, they'll be blocked",Yes,Female,20
2478,"I think it's when a person uses lying as a tool to manipulate somebody, especially a vulnerable person.",Yes,Male,19
2482,Gaslighting is when someone manipulates you into believe you are crazy about something that actually occurred. ,Yes,Female,21
2485,Gaslighting means when someone is manipulating you with their words; having the power of you. ,Yes,Female,18
2489,I define gaslighting as being told a certain event or feeling shouldn't be happening or didn't happen. ,Yes,Female,18
2491,When someone makes you feel as if you are wrong when you aren't. ,Yes,Female,19
2493,"When the other person or thing tries to manipulate the other person into doubting their own perceptions, experiences, and understandings ",Yes,Female,19
2494,"convincing someone something a topic, situation, etc. is true when it is not ",Yes,Female,18
2496,Gaslighting is telling someone that they are behaving or acting a certain way until that person starts to think it is true. ,Yes,Female,20
2502,when someone says that I did something even though they are the ones who did it ,Yes,Female,18
2503,manipulating someone into believing what they think or feel isn't true or valid.,Yes,Female,18
2504,Somebody who will use manipulation tactics or verbal abuse to force a victime to believe their own wording or scenario.   EX: A boyfriend screams and guilts his girlfriend into not going to a party because hes lonely. thereforce convinces her his lonliness is her obligation. ,Yes,Female,18
2507,Gaslighting is intentionally making someone feel they are wrong or crazy when they believe something to be true. ,Yes,Female,18
2508,when someone makes you feel crazy for something that they are doing to you on purpose which makes you feel crazy,Yes,Female,18
2509,When people try to get you to not believe something that is for a fact ,Yes,Female,19
2511,Gaslighting is when someone makes you believe the things you're thinking are crazy or untrue ,Yes,Female,18
2512,manipulation,Yes,Female,19
2513,Gaslighting is when someone trys to make you believe something that is not true or damaging. In order to do this they make you doubt yourself and use a variety of tactics in order to do so.  ,Yes,Male,19
2516,using certain phrases in order to manipulate someone's thinking to make them believe what you want them to believe,Yes,Female,18
2517,gaslighting is when someone tries to manipulate your memory or your thought by making you feel like you are not remembering something correctly,Yes,Female,20
2520,Gaslighting is blatantly lying to a person about what really happened. They are trying to make they think something happened when it did not. They are trying to convey your thought and options to match theirs. ,Yes,Female,19
2521,gas lighting to me is when people turn their faults over to you in order to make themselves feel better about themselves. it often makes the situation way worse in my opinion. ,Yes,Female,19
2522,To make someone believe something that you know isn't true,Yes,Female,18
2525,"Making someone believe against their original belief through deceit, trickery, or other means.",Yes,Female,18
2528,A  form of manipulation that aims to cast doubt and fear upon a person. ,Yes,Male,23
2529,gaslighting is when  your guilttripping and maniplulating someone believing something and making that a true statement. for example saying if i had a birthday party and the person can't make it and then they say it fine don't worry but in realilty they want you to come. they want you to feel bad for your saying ,Yes,Female,18
2530,when someone manipulates you to believe they are disrespecting you due to something being your fault ,Yes,Female,22
2533,manipulated someone and creating confusion within them that has them questioning their argument and whether or not they are in the right or wrong.,Yes,Male,20
2534,Gaslighting to me is when people blame things on you even thought it isn't your entire fault. Gaslighting  is also changing someone's view on things with out it being correct,Yes,Female,18
2535,Gaslighting is when someone says something that is correct and you do everything in your power to make them think that it is wrong. ,Yes,Male,19
2537,"gaslighting is when someone tries to expose you for some of your shortcomings, when you, yourself have come to them to discuss their unfavorable habits. For example, I say I don't that my friend doesn't clean up after herself, gaslighting would be her telling me that she doesn't like when I don't clean up after myself until later.",Yes,Female,18
2539,when someone blames you for what they're doing wrong ,Yes,Female,18
2542,making another person feel bad when you're in the wrong,Yes,Female,20
2544,Gaslighting is making someone who is expressing an emotion or feeling feel like they are wrong or lying to make the gaslighter seem more correct and make a point. ,Yes,Female,21
2546,Gaslighting is a form of manipulation that happens when a person tries to cause self doubt or confusion for another.,Yes,Female,18
2548,convincing someone to believe something is true ,Yes,Female,21
2549,Gaslighting is making someone feel like their feelings are not valid and making you feel guilty for feeling a certain way. ,Yes,Female,20
2552,Turning the situation on someone else to make them seem like the bad guy. ,Yes,Female,18
2553,Gaslighting is a term used to describe a form of manipulation. The abuser attempts to cause self-doubt or confusion to the victim's mind. ,Yes,Female,22
2554,When someone tries to make you question reality ,Yes,Female,21
2559,being sarcastic about something that someone doesn't know.,Yes,Male,18
2561,when you express your experiences or thoughts and are not listened to. When someone else or yourself invalidates your experiences.,Yes,Female,20
2566,gaslighting is where you lie to someone about something that never happened ,Yes,Male,19
2567,manipulation to make someone believe what you want them to believe,Yes,Female,18
2570,gaslighting is trying to bully someone into making them feel stupid or guilty.,Yes,Female,18
2571,Making another person feel bad about themselves. Primarily passive agressively. ,Yes,Male,19
2573,"Gaslighting is when someone manipulates you into thinking differently of an opinion you once had. For example, if you were to tell someone you didn't like how they were acting they would would use phrases like ""You're overreacting"" to flip the issue back onto you.",Yes,Female,18
2576,"Gaslighting is one way of manipulating one's reality, thoughts, and truths. Ex: John questions himself on whether or not there was a book on the table. Sarah is trying to convince John that there is no book when she actually knows that the book was on the table.",Yes,Female,18
2578,manipulation via self doubt,Yes,Female,18
2580,A person using words skillfully to make you believe or manipulate you into believing what they want you to believe. ,Yes,Female,NA
2582,to me gaslighting is when someone tries to manipulate you into thinking you're at fault for how you are feeling towards something they did to you.,Yes,Female,25
2583,To me gaslighting is a form of manipulation to make the other person question and doubt themselves,Yes,Female,19
2584,Making someone think that they are wrong and or crazy.,Yes,Male,20
2585,gaslighting is convincing someone else that their reality isn't real and downplaying everything they say which goes against a person's self-created narrative. The person gaslighting wants to have power and control over others around them.,Yes,Male,24
2587,when someone is trying to mentally manipulate you to make you confused or to have them feel like the victim when truly you really are ,Yes,Female,NA
2593,someone invalidating what ur saying by flipping the situation on you or someone else. ,Yes,Female,18
2594,I would define gaslighting as making someone feel crazy about something that upsets them,Yes,Female,18
2601,Gaslighting is when someone takes something you are saying and tries to invalidate it or make you feel crazy for believing in it. ,Yes,Female,21
2603,gaslighting is manipulating people into believing something the manipulator wants them to. This is often in regards to twisting information in order to take the fault off the manipulator. ,Yes,Female,20
2604,Denying what people are saying they have experienced. ,Yes,Female,18
2607,Making someone else feel crazy.,Yes,Female,20
2608,"Gaslighting is when someone makes you feel crazy for believing or thinking something when they know for a fact that it is true but they want you to think it is not true, especially when those feelings are towards that specific person",Yes,Female,19
2609,The person at fault turning a situation on the other person  ,Yes,Female,19
2610,Gaslighting is when you purposefully try to convince someone of something that isn't true as a response to being accused of something. ,Yes,Female,19
2611,manipulating someone until they see your point of view ,Yes,Female,18
2613,"gaslighting refers to a person making another person feel as though they are in the wrong for their actions by speaking down on them, even if the other person knows they are right",Yes,Female,18
2617,Gaslighting is when someone uses manipulation tactics to make you question your own sanity. ,Yes,Female,24
2618,Gaslight o me is telling someone something That isn't tire in order to gain control ,Yes,Female,18
2619,Example: when someone tells you that it's your fault and doesn't stop until you start believing it's your fault when you know it is not.,Yes,Female,19
2622,"Gaslighting is when one person uses someone else's words, or feelings to convey their ideas. Completely undermining how the other person felt and how it affected them.",Yes,Male,18
2623,Gaslighting is when a person gets manipulated into feeling as if their feelings aren't valid or are crazy.,Yes,Female,19
2624,"When someone convinces you that what you're thinking, often times is true, makes you crazy and you're the one in the wrong for even thinking it. They somehow shift the blame off of them and onto you but making you feel you did something wrong by even assuming they did, when often times they did do something wrong. ",Yes,Female,19
2625,"Typically a manipulation tactic used in abusive relationships or narcissistic relationships. I think it is when the victim's perception of reality becomes warped and they are left to feel crazy. Sometimes this can be when they are a victim of something and the abuser turns it onto them, or when the abuser convinces the victim that it never happened to begin with. ",Yes,Female,21
2627,Gaslighting is the invalidation of another persons feelings and not giving proper closure.,Yes,Female,19
2628,A nonconductive social trait in order to save face of your short-comings,Yes,Male,18
2631,manipulate someone by making them think their opinion or view is irrational,Yes,Female,18
2632,gaslighting is when a person know they're at fault and try to play victim just to make the other person feel bad for feeling however they feel,Yes,Female,18
2633,Gaslighting is when someone downplays something in their favor.,Yes,Female,18
2635,Convincing someone that they are wrong even though they are right.,Yes,Male,18
2636,"gaslighting is making someone believe that the truth is incorrect.  For example, if I am holding an apple and I ask what it is, the person will respond apple.  I would tell them, ""No, this is an orange,"" and proceed to make them believe that they are crazy and it has always been called an orange.  This would be gaslighting the other person.",Yes,,18
2637,Gaslighting is when someone tries to make you think you are wrong for what youre saying feeling or doing ,Yes,Female,21
2641,The manipulation of somebody's emotions where they're made to believe their perception of reality isn't true or didn't happen. ,Yes,Female,21
2642,When someone asks you a question they already know the answer to.,Yes,Male,23
2643,Manipulating someone's emotions by lying and making it seem as if it's the opposite of th truth. ,Yes,Female,18
2644,trying to manipulate someone into believing something to be untrue when its true,Yes,Female,18
2645,When someone knows they did something wrong or they are in the wrong but they turn it back around on you by trying to make you feel bad for their wrong doings ,Yes,Female,19
2647,Manipulating,Yes,Male,22
2649,"It is making someone believe something that you are saying and making you feel at fault, or it is not their fault.",Yes,Female,18
2650,Gaslighting is the use of manipulation to convince someone of something they did not want to do or didn't do. ,Yes,Male,18
2657,Making someone think they are in the wrong when they confront you about something they don't like about you,Yes,Female,19
2659,"Gaslighting is when you make another individual believe they are harming you,not in a physical way, in an emotional way. Manipulating someone into thinking they are doing wrong things to you ",Yes,Female,18
2661,"Deceiving people by making them feel incompetent, that their truth does not matter, things that happened did not happen, etc. In my opinion it's a form of dishonesty and abuse to get their way. ",Yes,Female,19
2662,manipulating,Yes,Female,18
2663,Gaslighting is when someone tries to manipulate the person by creating a falso narrative and making them question their judgement,Yes,Female,18
2665,When someone tries to deflect onto another person by telling them their concerns are crazy or made up or delusional,Yes,Female,20
2668,in short manipulating their thoughts to qeustion their own reality ,Yes,Male,20
2670,Experiencing a truth only to be told excessively that what you saw or heard was imaginary. ,Yes,Male,18
2672,gaslighting is trying to psychologically mess with the persons head in a negative way about a certain situation to make them think they are in the wrong.,Yes,Male,18
2673,Gaslighting is when you intent on making somebody think what they are saying is not true and what you are saying is the truth.,Yes,Female,19
2674,I believe gaslighting is using someone's weaknesses and words against them and convincing individuals that they are in the wrong. ,Yes,Female,19
2675,"gaslighting is when someone, intentionally or not, makes someone else feel like they're crazy when they have a valid point to make or communicate how they feel about or view a situation. Dismissing the person and/or calling them crazy, delusional, emotional, psycho, or any other names.",Yes,Female,19
2676,Gaslighting is making someone feel they're in the wrong when everything they're concerned about is logical. ,Yes,Male,18
2678,Gaslighting is when someone tries to convince you another scenario happened when you perceived it differently and you were also there in that situation. ,Yes,Female,18
2680,Getting someone worked up about something that is not there fault,Yes,Male,21
2681,When someone repeated tries to make you seem dumb or wrong on a topic you know to be true. Or when they try and make you seem at fault when you aren't or that they're innocent when they aren't. Manipulating one's emotions and mental state ,Yes,Female,21
2684,Manipulating or invalidating someone's feelings driving them to question themselves. ,Yes,Female,19
2687,"From what I have heard gaslighting is making someone else question their reality by denying it usually a tactic used in relationships and by narcissist's, but first off i feel like narcissist is over used because people with that personality disorder are fairly rare, but more importantly i feel like gaslighting is used when two people have different perceptions of reality and reality is based on life experience more often than not.  The definition of gaslighting is intentionally lying to someone to make them question their own reality though. the intention is important.   ",Yes,Male,28
2689,Gaslighting is a term used to describe an exaggeration of a particular behavior that is taken out of context of what was intended. ,Yes,Female,21
2693,Gaslighting is convincing someone to believe that something that did happen did not happen.,Yes,Male,18
2700,Gaslighting to me is making someone else believe they cannot trust their thoughts or feelings or misconstruing events to make the other look wrong.  ,Yes,Male,18
2701,Gaslighting is to manipulate a person or make a person feel as though they are in the wrong in a situation when they are not,Yes,Female,19
2702,Making  someone believe something is true when you know it is not.,Yes,Female,19
2703,"Gaslighting is repeatedly telling someone they are ""crazy,"" etc. until they question their sanity and take what it being said as true.",Yes,Female,20
2707,When someone has done or hasn't done something but they lie to you to make you think that they did or didn't do it.,Yes,Female,19
2709,Convincing someone that you are the problem or convincing you that your memory isn't correct. A way of deflecting blame and accountability.,Yes,Female,21
2710,Gaslighting is being denied your own reality. It twists events that actually happened to make you think less of them.,Yes,Female,23
2711,"Instead of taking accountability for your actions, you flip the blame on the other individual and invalidate their feelings by making them feel like they are the problem ",Yes,Female,21
2714,Gaslighting is when someone manipulates you by questioning your own sanity.,Yes,Female,29
2715,when someone continues to express stuff in the relationship you have done wrong making you question if you actually have done it and manipulating your decision,Yes,Female,19
2716,when someone tries to deny the truth by turning it on the other person and\or making the other person question their thinking. ,Yes,Female,18
2717,gaslighting is when another person invalidates your feelings in a way where it makes you believe it never happened or makes you feel like it was all in your head. ,Yes,Female,18
2718,"it is like keep saying to someone that he is ""that"" until he really believes that. to like manipulate them by giving them the statement over and over and to take control of them.",Yes,Female,20
2719,I believe that gaslighting is when someone tries to manipulate you into thinking that your way of thinking is wrong.,Yes,Female,19
2722,Gaslighting is tricking someone or manipulating someone into believing or only listening to you and to follow everything that you do.,Yes,Female,19
2725,Gaslighting is a form of manipulation to make someone feel invalid or incorrect when that person is completely correct.,Yes,Female,20
2727,"A form of manipulation to get someone to do something in one's favor by, on the one hand, blaming one's problems on them but, on the other hand, making them feel like they're both inseparable.",Yes,Female,21
2728,"Gaslighting to me means convincing someone that some event happened or trying to make the other person believe that they are right, even if they aren't. ",Yes,Female,18
2729,"Gaslighting is a phrase used to describe an action that is denied. Example: Going out to a party in a scary area, and your friend saying ""it's fine, you're ok."" Basically a toxic form of  manipulation.",Yes,Female,20
2730,"I think it is something people use to manipulate others' mind to do or not to do something. For example, using emotions and making others feel sorry or guilty. ",Yes,Female,24
2731,Gaslighting for me would be manipulating another person to doubt their perception of an event,Yes,Male,19
2733,"I believe gaslighting is when someone is wrong, and is aware that they are wrong, making the other person feel they are wrong through manipulation. ",Yes,Female,19
2738,Purposely lying to someone even when the other person is right,Yes,Female,20
